category,price,discount,views,cart_adds,rating,device,purchased
Home,747.3,0.28,3,0,3.1,Mobile,0
Home,869.16,0.41,4,0,2.7,Tablet,0
Beauty,921.86,0.08,5,0,4.9,Tablet,0
Books,55.31,0.31,4,2,3.2,Tablet,1
Home,866.35,0.18,4,2,4.1,Tablet,0
Books,375.52,0.17,3,1,2.5,Tablet,0
Home,917.82,0.29,4,1,3.7,Mobile,0
Home,652.68,0.26,5,1,3.3,Desktop,1
Clothing,929.31,0.5,0,0,5.0,Desktop,0
Books,532.77,0.24,4,1,3.4,Mobile,0
Beauty,339.53,0.13,7,2,3.5,Mobile,0
Books,404.79,0.31,2,1,4.0,Mobile,0
Beauty,559.27,0.01,5,1,4.9,Mobile,0
Electronics,709.25,0.3,5,1,2.8,Tablet,0
Home,27.55,0.44,3,0,2.5,Desktop,0
Books,206.74,0.3,2,1,4.0,Mobile,1
Electronics,215.76,0.24,3,1,4.8,Desktop,0
Clothing,826.06,0.21,0,0,4.2,Tablet,0
Books,571.21,0.06,4,0,4.2,Tablet,0
Clothing,494.93,0.42,2,1,3.6,Mobile,0
Home,7.53,0.49,2,1,2.9,Desktop,1
Clothing,45.79,0.33,3,0,2.9,Tablet,0
Home,496.31,0.04,1,0,5.0,Mobile,0
Home,212.87,0.38,0,0,4.8,Tablet,0
Home,606.72,0.29,4,0,2.6,Tablet,0
Beauty,639.96,0.35,2,0,2.5,Mobile,0
Beauty,954.17,0.01,3,2,3.8,Desktop,0
Electronics,415.44,0.17,3,0,2.6,Tablet,1
Home,370.23,0.23,1,0,4.2,Desktop,0
Beauty,264.82,0.26,6,1,3.9,Mobile,1
Electronics,896.07,0.19,3,1,4.8,Desktop,0
Home,318.0,0.25,1,1,3.1,Tablet,0
Electronics,64.45,0.5,6,2,4.1,Tablet,1
Clothing,898.15,0.42,5,1,4.0,Tablet,1
Electronics,505.07,0.27,3,1,3.1,Desktop,0
Beauty,240.12,0.33,3,0,4.8,Desktop,0
Beauty,107.76,0.2,2,1,4.4,Tablet,1
Electronics,226.87,0.45,1,1,2.8,Desktop,1
Clothing,376.41,0.47,2,1,3.0,Desktop,1
Electronics,705.34,0.04,4,3,3.5,Desktop,0
Electronics,192.14,0.42,1,0,2.9,Mobile,0
Beauty,791.99,0.17,1,0,4.3,Tablet,0
Books,492.37,0.13,0,0,3.8,Desktop,0
Beauty,580.18,0.36,3,0,4.5,Desktop,0
Clothing,156.7,0.46,2,0,3.2,Desktop,1
Electronics,950.0,0.16,5,1,4.5,Tablet,1
Clothing,173.88,0.14,3,1,4.0,Mobile,0
Clothing,752.4,0.3,1,0,3.8,Mobile,0
Electronics,216.15,0.43,2,1,3.7,Desktop,0
Clothing,424.13,0.43,3,2,2.9,Mobile,1
Clothing,484.87,0.41,3,1,2.9,Desktop,1
Home,761.98,0.32,4,1,3.8,Mobile,1
Electronics,165.16,0.4,3,1,4.0,Tablet,1
Beauty,198.57,0.21,2,0,3.1,Tablet,0
Beauty,130.7,0.24,1,0,4.9,Mobile,0
Books,392.3,0.43,4,2,2.6,Mobile,0
Books,907.38,0.14,0,0,5.0,Tablet,0
Clothing,664.81,0.12,3,0,4.7,Tablet,0
Books,22.65,0.47,3,1,3.6,Tablet,0
Books,207.8,0.42,4,1,4.4,Desktop,1
Home,154.56,0.4,2,0,2.8,Desktop,0
Beauty,110.41,0.49,0,0,4.1,Mobile,0
Clothing,148.27,0.35,1,1,3.4,Desktop,1
Books,78.0,0.04,6,1,2.8,Desktop,1
Clothing,33.07,0.48,3,0,3.3,Mobile,1
Electronics,353.58,0.48,6,1,3.2,Tablet,1
Clothing,664.1,0.12,2,2,4.8,Desktop,0
Clothing,490.93,0.39,1,1,4.7,Tablet,0
Books,189.08,0.16,4,2,3.1,Tablet,1
Home,354.76,0.26,2,0,4.2,Mobile,0
Books,170.1,0.47,6,3,4.2,Mobile,0
Books,44.58,0.28,2,0,4.4,Desktop,0
Clothing,624.24,0.21,3,0,3.3,Desktop,0
Books,302.42,0.05,1,0,3.1,Desktop,0
Electronics,922.77,0.27,2,2,3.6,Desktop,0
Home,97.42,0.09,2,1,4.5,Tablet,0
Home,256.06,0.41,3,1,3.9,Tablet,1
Electronics,147.25,0.41,2,1,3.8,Mobile,0
Clothing,303.78,0.32,2,0,3.8,Desktop,0
Beauty,443.6,0.15,2,1,4.5,Mobile,1
Clothing,336.79,0.21,9,5,3.3,Tablet,0
Books,666.57,0.45,2,0,4.3,Tablet,1
Clothing,223.3,0.39,1,0,2.6,Tablet,0
Beauty,601.32,0.37,5,3,4.9,Desktop,1
Clothing,226.42,0.34,4,3,4.4,Tablet,0
Electronics,168.32,0.06,4,2,4.3,Mobile,0
Electronics,179.01,0.49,0,0,3.6,Mobile,0
Electronics,483.91,0.04,6,0,3.5,Tablet,1
Beauty,685.11,0.35,2,1,3.9,Mobile,0
Books,254.21,0.12,1,1,2.7,Mobile,0
Beauty,175.41,0.22,2,1,2.5,Tablet,1
Books,967.28,0.29,4,2,4.4,Tablet,0
Home,969.74,0.21,3,1,3.1,Mobile,1
Home,900.54,0.46,5,3,3.8,Mobile,0
Clothing,85.81,0.37,3,1,2.8,Mobile,1
Home,377.13,0.04,0,0,4.9,Tablet,0
Clothing,704.93,0.46,7,1,4.8,Mobile,0
Electronics,395.33,0.07,1,0,3.0,Tablet,0
Clothing,90.44,0.42,2,0,4.7,Desktop,1
Clothing,314.52,0.11,5,0,3.6,Desktop,1
Electronics,74.84,0.21,4,2,2.6,Tablet,0
Clothing,557.24,0.0,1,0,4.1,Mobile,0
Books,615.88,0.34,6,4,3.9,Tablet,0
Home,561.15,0.3,3,0,4.9,Desktop,1
Books,831.39,0.41,3,2,5.0,Mobile,0
Electronics,594.0,0.12,8,1,4.6,Desktop,0
Beauty,382.89,0.4,1,0,4.0,Mobile,0
Electronics,985.96,0.04,5,2,2.7,Mobile,0
Books,269.42,0.1,2,1,3.6,Tablet,0
Electronics,508.53,0.19,4,1,3.2,Tablet,0
Clothing,245.49,0.37,4,1,4.7,Tablet,1
Books,827.95,0.38,6,4,4.8,Tablet,1
Electronics,678.55,0.46,4,2,4.9,Desktop,1
Clothing,535.31,0.34,2,0,3.5,Tablet,0
Clothing,151.21,0.5,5,1,4.1,Tablet,0
Beauty,435.58,0.19,2,1,3.5,Mobile,1
Books,239.15,0.37,5,2,4.2,Desktop,1
Clothing,931.31,0.41,5,2,2.5,Mobile,1
Clothing,962.49,0.45,1,0,4.2,Desktop,0
Electronics,643.11,0.36,0,0,2.8,Desktop,0
Electronics,440.18,0.47,5,1,4.7,Desktop,1
Electronics,449.69,0.21,6,2,2.6,Mobile,0
Home,639.07,0.17,2,0,2.8,Desktop,0
Electronics,602.66,0.23,2,0,2.8,Mobile,0
Electronics,96.07,0.15,3,1,3.7,Tablet,0
Books,236.03,0.06,4,1,4.6,Tablet,0
Books,256.37,0.23,1,0,2.7,Tablet,0
Books,794.46,0.47,3,1,3.9,Desktop,1
Books,745.72,0.12,2,0,3.2,Desktop,0
Clothing,253.36,0.19,2,0,3.8,Desktop,0
Home,437.61,0.33,2,0,4.7,Desktop,1
Clothing,332.8,0.27,2,0,3.0,Mobile,0
Books,195.32,0.29,3,1,2.8,Tablet,1
Electronics,777.98,0.23,3,1,4.8,Tablet,0
Books,709.48,0.21,5,1,3.2,Desktop,0
Beauty,474.63,0.32,2,0,4.0,Tablet,0
Home,811.92,0.13,6,1,4.3,Tablet,1
Home,43.34,0.18,1,0,2.9,Tablet,1
Home,24.74,0.32,3,2,3.2,Desktop,0
Clothing,413.14,0.41,2,1,2.8,Desktop,0
Books,192.39,0.09,0,0,4.1,Desktop,1
Clothing,254.84,0.25,1,0,4.5,Tablet,0
Home,669.54,0.49,5,0,3.2,Tablet,0
Electronics,581.41,0.31,3,1,3.4,Tablet,0
Home,251.26,0.13,2,1,4.7,Mobile,0
Clothing,774.82,0.41,2,1,4.6,Desktop,1
Beauty,52.4,0.12,2,1,4.4,Mobile,1
Books,872.29,0.21,2,0,4.2,Mobile,0
Electronics,155.47,0.21,0,0,2.9,Desktop,0
Electronics,682.52,0.44,7,1,4.8,Tablet,0
Beauty,479.07,0.14,4,0,2.6,Desktop,1
Clothing,280.24,0.15,2,0,2.5,Desktop,1
Clothing,720.51,0.36,0,0,2.8,Desktop,0
Home,329.57,0.1,5,0,4.5,Tablet,0
Clothing,768.24,0.29,3,1,3.3,Mobile,0
Home,923.28,0.09,3,0,2.8,Mobile,0
Books,463.3,0.37,3,1,3.7,Desktop,0
Beauty,52.14,0.49,2,0,3.1,Tablet,0
Clothing,661.83,0.22,2,0,4.1,Tablet,0
Beauty,969.32,0.46,2,0,3.0,Tablet,0
Electronics,456.79,0.2,4,1,4.9,Desktop,0
Electronics,20.3,0.42,1,1,3.5,Mobile,0
Clothing,557.65,0.14,3,2,3.8,Mobile,0
Beauty,323.11,0.39,3,2,3.6,Desktop,0
Books,128.35,0.29,1,1,2.6,Desktop,1
Clothing,85.64,0.41,3,1,4.9,Mobile,1
Electronics,551.7,0.46,0,0,3.7,Desktop,0
Home,854.31,0.46,3,2,2.8,Mobile,0
Books,382.48,0.04,3,1,4.4,Mobile,1
Home,645.02,0.08,3,0,3.1,Mobile,1
Electronics,515.59,0.41,4,2,4.6,Mobile,0
Books,535.03,0.05,5,1,3.7,Desktop,0
Beauty,365.12,0.04,6,2,4.9,Tablet,0
Books,666.25,0.39,0,0,4.0,Tablet,0
Clothing,483.04,0.13,1,1,4.0,Tablet,0
Clothing,948.19,0.01,6,3,3.8,Tablet,0
Electronics,104.57,0.39,5,1,3.2,Tablet,0
Clothing,623.46,0.3,0,0,3.7,Tablet,0
Beauty,435.62,0.4,7,1,3.4,Tablet,1
Beauty,124.21,0.08,3,1,4.1,Mobile,0
Clothing,450.27,0.35,1,0,2.8,Mobile,0
Electronics,101.94,0.41,5,2,4.1,Mobile,1
Books,243.48,0.4,1,0,3.2,Desktop,0
Home,602.68,0.35,5,1,2.7,Tablet,1
Home,273.34,0.09,1,0,4.7,Desktop,1
Books,838.2,0.15,1,0,2.8,Desktop,0
Books,280.95,0.08,4,2,3.9,Tablet,1
Beauty,91.7,0.4,5,2,4.1,Desktop,0
Electronics,429.67,0.08,2,1,2.6,Tablet,1
Books,530.22,0.14,2,2,4.7,Tablet,0
Clothing,227.53,0.34,5,1,3.4,Mobile,1
Books,461.96,0.38,2,1,4.6,Desktop,0
Clothing,682.35,0.32,3,0,4.5,Mobile,1
Books,789.21,0.42,6,1,3.4,Tablet,0
Electronics,509.21,0.2,7,2,4.2,Desktop,0
Clothing,612.93,0.49,8,3,4.9,Mobile,0
Home,76.73,0.12,6,1,4.8,Tablet,0
Home,639.45,0.31,6,3,3.8,Desktop,0
Clothing,910.36,0.48,2,1,4.5,Mobile,0
Clothing,923.16,0.5,2,1,3.2,Mobile,0
Electronics,402.12,0.14,8,3,3.3,Desktop,1
Beauty,243.02,0.33,2,0,2.6,Tablet,0
Clothing,950.43,0.28,1,0,4.0,Desktop,0
Clothing,835.66,0.2,2,2,4.5,Mobile,1
Home,929.28,0.01,2,0,4.1,Desktop,0
Electronics,526.73,0.37,1,0,4.6,Desktop,1
Books,717.54,0.35,5,1,4.6,Mobile,1
Home,337.42,0.1,2,1,3.1,Tablet,0
Home,860.33,0.35,2,1,3.7,Mobile,0
Beauty,204.86,0.34,10,2,3.6,Tablet,0
Electronics,713.43,0.43,3,3,4.8,Mobile,0
Home,633.34,0.14,2,1,4.4,Tablet,0
Home,306.56,0.27,3,1,4.8,Desktop,1
Beauty,349.8,0.32,3,1,2.6,Desktop,1
Home,528.3,0.28,4,2,2.9,Mobile,0
Books,249.44,0.3,3,0,4.2,Tablet,0
Clothing,699.97,0.43,3,2,4.7,Mobile,0
Books,888.24,0.25,6,2,3.2,Mobile,0
Beauty,805.43,0.25,2,1,4.5,Desktop,0
Books,269.76,0.44,2,0,3.1,Desktop,1
Home,415.94,0.23,3,2,4.2,Desktop,0
Electronics,91.15,0.18,4,1,2.8,Mobile,1
Clothing,367.6,0.29,4,0,3.7,Desktop,0
Clothing,778.42,0.12,3,1,4.6,Desktop,0
Clothing,909.99,0.17,0,0,5.0,Mobile,1
Home,512.5,0.12,3,1,4.9,Desktop,1
Home,940.61,0.06,7,2,3.1,Tablet,0
Home,516.83,0.09,3,2,4.3,Tablet,0
Electronics,267.75,0.46,2,2,2.6,Tablet,1
Electronics,311.68,0.33,5,2,4.5,Tablet,1
Electronics,655.88,0.07,4,2,4.1,Mobile,0
Home,841.03,0.44,2,2,3.0,Desktop,1
Home,888.58,0.2,2,0,4.7,Mobile,0
Beauty,853.82,0.19,3,0,3.3,Desktop,0
Home,200.12,0.24,3,0,3.6,Mobile,0
Beauty,258.46,0.21,3,0,3.9,Mobile,1
Electronics,793.66,0.06,1,0,3.3,Tablet,0
Home,737.53,0.18,0,0,4.7,Mobile,0
Home,807.5,0.06,3,0,3.5,Tablet,0
Home,457.43,0.16,0,0,2.8,Desktop,0
Home,732.82,0.08,2,0,4.9,Desktop,1
Clothing,655.86,0.45,2,1,4.7,Desktop,0
Home,133.03,0.04,3,0,3.7,Desktop,0
Electronics,278.4,0.49,4,1,4.3,Tablet,1
Electronics,88.85,0.4,2,1,4.4,Tablet,0
Books,776.17,0.07,7,4,3.4,Mobile,1
Books,114.99,0.28,3,2,3.4,Mobile,0
Beauty,931.92,0.34,1,1,4.9,Desktop,1
Books,317.19,0.15,2,1,2.6,Mobile,0
Books,127.29,0.41,2,0,3.5,Mobile,1
Books,372.89,0.27,2,0,4.7,Desktop,0
Books,89.65,0.38,2,0,4.0,Desktop,1
Beauty,281.95,0.25,1,1,4.3,Desktop,0
Electronics,791.76,0.39,7,3,3.3,Mobile,0
Books,716.14,0.22,4,0,2.9,Mobile,0
Books,643.54,0.18,2,1,4.4,Desktop,0
Electronics,897.23,0.01,3,2,4.6,Desktop,0
Beauty,782.03,0.39,4,0,3.0,Tablet,0
Books,456.05,0.25,3,1,4.3,Mobile,1
Electronics,869.26,0.38,2,0,4.5,Tablet,0
Beauty,893.03,0.38,3,0,3.0,Desktop,0
Clothing,529.2,0.3,1,0,2.6,Tablet,0
Books,965.23,0.3,2,1,4.8,Desktop,0
Electronics,770.96,0.26,5,4,3.1,Tablet,0
Electronics,54.86,0.17,3,2,2.7,Mobile,0
Clothing,92.32,0.19,2,1,3.9,Tablet,1
Beauty,93.1,0.28,3,1,3.0,Tablet,1
Electronics,349.09,0.04,4,3,3.5,Mobile,0
Books,194.57,0.18,5,3,2.9,Desktop,0
Books,573.55,0.26,0,0,4.0,Mobile,0
Electronics,111.33,0.11,4,1,3.7,Desktop,0
Clothing,194.4,0.14,11,6,3.5,Tablet,1
Home,786.43,0.36,3,0,4.1,Tablet,0
Electronics,522.58,0.19,1,0,5.0,Desktop,0
Beauty,997.93,0.04,2,0,3.4,Tablet,0
Books,705.88,0.33,1,1,3.3,Tablet,0
Beauty,220.6,0.24,2,2,3.5,Tablet,0
Books,359.8,0.02,2,1,3.6,Tablet,1
Electronics,103.03,0.01,1,0,3.4,Desktop,0
Home,846.07,0.24,2,0,5.0,Desktop,0
Home,846.87,0.16,4,1,4.6,Desktop,0
Clothing,142.42,0.09,3,1,4.3,Tablet,0
Beauty,13.14,0.35,3,1,4.6,Tablet,0
Beauty,184.1,0.07,3,1,3.4,Mobile,1
Clothing,690.57,0.03,4,1,3.1,Tablet,0
Books,142.65,0.14,3,1,3.3,Desktop,0
Beauty,914.72,0.1,3,2,4.3,Tablet,0
Clothing,174.0,0.36,5,2,4.2,Mobile,0
Beauty,942.44,0.47,4,1,4.3,Tablet,1
Home,471.11,0.25,2,2,3.5,Mobile,0
Electronics,795.26,0.4,1,0,4.5,Tablet,0
Clothing,655.03,0.01,2,1,4.0,Desktop,1
Books,669.57,0.24,4,1,4.4,Tablet,1
Beauty,582.39,0.41,4,4,4.1,Tablet,1
Beauty,408.12,0.39,1,0,3.6,Tablet,0
Beauty,820.87,0.36,4,2,2.7,Mobile,0
Home,837.82,0.46,3,1,4.7,Tablet,1
Clothing,432.36,0.12,2,0,4.7,Mobile,0
Electronics,60.79,0.37,3,2,3.0,Tablet,0
Home,692.43,0.07,1,1,2.9,Mobile,0
Clothing,802.35,0.14,2,0,3.0,Tablet,0
Beauty,855.99,0.28,3,0,3.1,Mobile,0
Beauty,572.4,0.44,6,2,2.8,Mobile,0
Clothing,249.84,0.19,3,1,3.7,Desktop,0
Home,478.94,0.49,5,0,3.2,Desktop,1
Electronics,343.48,0.05,4,1,2.6,Desktop,1
Books,571.02,0.03,1,1,2.6,Tablet,0
Beauty,944.59,0.22,0,0,4.3,Mobile,0
Clothing,874.14,0.42,2,0,5.0,Desktop,0
Books,278.55,0.02,1,0,4.9,Mobile,0
Books,154.88,0.02,1,1,3.2,Mobile,1
Books,676.75,0.3,2,0,3.5,Desktop,1
Books,464.22,0.25,2,0,4.1,Tablet,0
Home,491.52,0.45,3,1,3.2,Desktop,1
Clothing,426.56,0.24,4,1,2.8,Desktop,0
Books,554.34,0.35,4,1,4.0,Desktop,1
Clothing,882.64,0.39,3,0,4.8,Mobile,1
Electronics,578.48,0.23,0,0,3.4,Tablet,1
Beauty,462.86,0.21,5,1,4.0,Mobile,0
Books,56.17,0.32,5,1,3.4,Desktop,0
Beauty,789.94,0.02,4,0,4.1,Desktop,0
Beauty,725.67,0.12,6,1,3.4,Desktop,0
Clothing,839.74,0.36,2,0,3.3,Tablet,0
Beauty,521.79,0.33,1,0,5.0,Mobile,1
Electronics,306.0,0.47,2,0,4.5,Mobile,1
Beauty,472.64,0.42,2,1,4.8,Desktop,1
Beauty,601.76,0.36,2,1,4.0,Mobile,0
Home,143.14,0.14,2,0,4.7,Mobile,1
Electronics,260.56,0.37,2,1,3.3,Tablet,1
Home,910.85,0.4,3,2,2.8,Mobile,0
Home,139.97,0.13,1,0,3.3,Desktop,0
Electronics,689.97,0.12,1,0,4.6,Tablet,0
Home,652.37,0.3,2,0,4.2,Mobile,0
Beauty,282.81,0.38,3,2,4.7,Desktop,1
Home,661.6,0.09,1,1,3.4,Mobile,1
Home,80.25,0.04,5,2,3.3,Tablet,1
Beauty,83.07,0.25,5,1,4.9,Mobile,0
Beauty,246.84,0.11,2,1,3.0,Mobile,0
Books,759.06,0.39,6,2,2.9,Mobile,1
Clothing,158.63,0.05,2,0,4.6,Mobile,0
Electronics,899.46,0.29,4,0,3.1,Mobile,0
Clothing,435.57,0.22,0,0,3.6,Tablet,0
Electronics,655.61,0.22,1,0,3.7,Desktop,0
Beauty,359.23,0.07,1,1,4.1,Tablet,0
Books,575.34,0.08,2,0,4.8,Mobile,0
Home,509.63,0.01,3,1,4.6,Tablet,0
Home,439.64,0.48,4,1,3.2,Desktop,1
Home,806.16,0.16,1,0,4.3,Mobile,0
Beauty,158.5,0.37,1,0,4.6,Tablet,0
Beauty,68.98,0.18,5,0,4.4,Tablet,1
Electronics,565.82,0.03,0,0,4.6,Desktop,1
Beauty,690.48,0.27,3,1,3.3,Desktop,0
Electronics,331.44,0.1,4,2,3.5,Desktop,0
Home,163.26,0.31,2,0,3.3,Tablet,0
Electronics,769.34,0.44,8,3,4.3,Tablet,1
Clothing,442.71,0.45,5,1,3.0,Mobile,0
Beauty,292.97,0.48,3,1,2.9,Desktop,0
Electronics,733.8,0.42,1,0,3.9,Tablet,0
Electronics,136.69,0.07,0,0,4.4,Mobile,1
Home,147.54,0.21,3,0,4.0,Tablet,0
Home,594.41,0.05,4,3,3.6,Desktop,0
Clothing,114.69,0.01,2,2,4.1,Desktop,1
Electronics,721.15,0.29,7,0,2.5,Desktop,0
Electronics,376.5,0.03,3,2,4.4,Tablet,0
Home,189.77,0.41,2,0,4.7,Tablet,1
Beauty,498.37,0.05,2,0,4.9,Desktop,0
Beauty,669.88,0.49,2,0,3.5,Tablet,0
Home,698.79,0.09,1,1,2.6,Desktop,1
Electronics,756.14,0.25,4,1,4.8,Desktop,0
Books,288.54,0.32,2,2,4.4,Desktop,0
Beauty,700.45,0.02,5,0,4.8,Desktop,0
Electronics,39.39,0.18,4,1,4.6,Mobile,0
Electronics,940.03,0.47,3,0,4.4,Mobile,0
Beauty,525.82,0.19,6,2,3.7,Tablet,0
Books,646.69,0.23,4,1,3.9,Tablet,1
Electronics,204.15,0.15,6,1,4.7,Tablet,1
Beauty,593.83,0.19,3,0,4.1,Mobile,1
Books,855.45,0.33,4,1,4.4,Desktop,0
Clothing,571.21,0.37,0,0,2.7,Tablet,0
Electronics,874.5,0.34,1,1,2.8,Desktop,0
Home,443.13,0.47,3,3,2.9,Tablet,0
Clothing,513.19,0.15,3,1,3.4,Desktop,1
Clothing,700.93,0.38,2,0,3.1,Tablet,0
Beauty,216.51,0.27,4,3,3.8,Mobile,0
Clothing,919.84,0.32,5,0,3.9,Desktop,0
Clothing,768.56,0.21,3,0,3.3,Desktop,0
Beauty,357.68,0.24,3,2,3.3,Tablet,1
Electronics,486.2,0.32,4,1,3.1,Tablet,0
Electronics,958.68,0.04,0,0,2.6,Desktop,0
Home,725.41,0.32,1,1,4.8,Mobile,0
Home,378.46,0.02,2,1,4.8,Mobile,0
Clothing,150.95,0.32,1,0,3.0,Tablet,0
Books,34.27,0.0,3,1,4.5,Tablet,1
Books,519.72,0.37,6,1,3.8,Tablet,0
Home,31.08,0.26,1,0,3.8,Tablet,0
Books,995.32,0.33,2,0,2.8,Desktop,1
Books,167.62,0.31,6,1,4.1,Tablet,0
Books,526.34,0.22,2,0,2.8,Tablet,1
Clothing,274.49,0.07,3,1,3.6,Mobile,0
Books,59.94,0.39,5,1,4.3,Desktop,1
Home,542.16,0.14,4,1,4.0,Desktop,0
Home,272.58,0.3,3,1,4.7,Desktop,1
Electronics,350.42,0.33,8,3,2.6,Tablet,1
Electronics,278.78,0.49,2,0,3.5,Desktop,1
Beauty,750.27,0.39,2,0,2.9,Mobile,0
Electronics,624.67,0.18,0,0,4.3,Tablet,0
Books,89.91,0.15,2,0,4.9,Desktop,0
Beauty,551.42,0.37,4,1,4.2,Tablet,1
Home,251.68,0.0,1,0,4.0,Desktop,1
Clothing,133.09,0.27,3,0,4.7,Tablet,0
Electronics,281.39,0.09,5,1,4.1,Desktop,0
Books,408.39,0.23,4,2,3.7,Mobile,1
Home,857.03,0.39,3,1,4.5,Mobile,1
Home,37.13,0.05,2,0,3.6,Desktop,0
Books,252.04,0.05,2,0,3.8,Mobile,0
Books,201.23,0.4,4,2,4.8,Mobile,1
Beauty,709.63,0.4,3,1,2.6,Desktop,0
Electronics,518.61,0.4,3,0,4.7,Tablet,1
Home,183.56,0.44,2,0,2.8,Mobile,0
Books,119.81,0.05,2,0,3.0,Tablet,1
Clothing,951.98,0.3,4,1,4.0,Tablet,0
Beauty,833.35,0.07,1,0,3.9,Mobile,0
Electronics,122.71,0.12,4,2,3.7,Mobile,0
Home,766.4,0.25,3,3,3.7,Mobile,0
Beauty,7.11,0.34,2,1,3.2,Desktop,1
Clothing,127.73,0.43,4,1,4.5,Mobile,0
Beauty,261.89,0.12,5,2,2.9,Tablet,0
Beauty,952.18,0.45,1,0,3.7,Desktop,0
Beauty,319.07,0.36,1,1,3.1,Tablet,0
Beauty,388.77,0.43,5,1,2.7,Mobile,1
Electronics,744.96,0.46,6,1,4.3,Tablet,0
Books,863.42,0.16,1,0,2.5,Mobile,0
Beauty,257.38,0.13,2,0,4.1,Tablet,1
Home,250.76,0.45,2,1,3.7,Tablet,1
Clothing,16.16,0.34,3,1,2.8,Mobile,0
Clothing,871.49,0.49,5,1,3.9,Desktop,0
Electronics,748.82,0.4,4,3,3.9,Mobile,1
Clothing,150.52,0.03,3,1,2.9,Mobile,1
Clothing,99.68,0.13,2,0,4.7,Desktop,1
Beauty,577.52,0.47,3,0,4.5,Tablet,0
Clothing,802.03,0.12,2,0,2.5,Tablet,0
Books,494.74,0.17,2,0,4.4,Tablet,0
Electronics,772.81,0.06,3,1,3.5,Desktop,0
Electronics,431.0,0.21,2,0,3.7,Desktop,0
Electronics,609.7,0.02,2,1,3.3,Mobile,0
Clothing,731.7,0.14,6,1,4.8,Mobile,0
Beauty,875.34,0.31,6,3,4.9,Desktop,1
Books,295.28,0.02,3,1,2.9,Tablet,1
Electronics,368.07,0.17,3,0,4.6,Desktop,1
Home,264.77,0.47,4,2,3.7,Desktop,1
Home,146.32,0.29,2,1,2.6,Tablet,1
Electronics,311.6,0.41,1,1,3.6,Mobile,0
Home,931.39,0.24,2,1,4.2,Tablet,0
Books,993.67,0.08,6,2,3.8,Mobile,0
Beauty,216.15,0.25,1,1,2.5,Mobile,0
Clothing,762.22,0.21,1,0,3.3,Desktop,0
Clothing,414.53,0.4,3,2,3.0,Mobile,1
Books,585.37,0.44,2,0,3.3,Desktop,0
Home,393.78,0.12,2,0,3.9,Tablet,0
Electronics,485.69,0.33,1,0,2.7,Desktop,0
Books,332.23,0.42,3,1,3.2,Tablet,1
Books,776.77,0.06,3,0,3.6,Mobile,0
Clothing,193.49,0.06,6,1,2.8,Tablet,1
Electronics,656.21,0.37,2,0,4.8,Mobile,0
Clothing,519.43,0.26,4,2,2.6,Tablet,1
Beauty,670.73,0.32,5,1,4.9,Mobile,0
Electronics,572.8,0.26,3,1,4.8,Mobile,1
Clothing,753.21,0.06,8,2,4.7,Desktop,0
Books,932.7,0.37,4,1,4.7,Tablet,0
Home,59.59,0.34,1,0,4.9,Desktop,0
Electronics,141.67,0.09,4,2,2.5,Tablet,0
Clothing,415.67,0.29,6,1,4.4,Desktop,1
Beauty,154.14,0.21,1,1,3.7,Desktop,0
Clothing,755.81,0.01,4,1,4.1,Mobile,0
Electronics,678.12,0.39,2,1,4.0,Tablet,1
Electronics,759.28,0.36,0,0,3.8,Desktop,0
Books,885.33,0.04,2,0,3.3,Tablet,0
Beauty,32.19,0.48,2,0,2.6,Mobile,0
Home,678.78,0.24,2,2,3.9,Desktop,0
Clothing,926.8,0.16,3,1,4.8,Mobile,0
Clothing,440.09,0.41,2,0,2.9,Desktop,0
Clothing,489.34,0.03,2,1,4.3,Tablet,0
Clothing,786.25,0.26,2,0,4.0,Desktop,0
Electronics,100.57,0.14,3,0,4.7,Mobile,0
Home,361.07,0.28,0,0,3.3,Mobile,0
Books,789.94,0.35,1,0,3.9,Mobile,0
Beauty,134.49,0.25,3,0,2.6,Tablet,1
Clothing,713.37,0.02,4,1,2.8,Mobile,1
Electronics,397.45,0.41,1,0,3.0,Desktop,0
Books,371.55,0.48,3,0,4.2,Desktop,0
Electronics,102.89,0.4,1,1,5.0,Tablet,0
Electronics,105.89,0.01,7,2,4.6,Tablet,0
Electronics,406.5,0.4,4,1,2.5,Desktop,0
Clothing,674.86,0.33,4,0,3.9,Mobile,0
Home,694.69,0.5,2,0,2.5,Mobile,0
Books,514.24,0.43,8,3,2.9,Mobile,1
Electronics,670.8,0.33,2,2,3.1,Desktop,1
Beauty,831.28,0.38,3,3,3.0,Mobile,0
Clothing,137.68,0.31,5,2,4.1,Desktop,1
Home,562.71,0.38,2,0,3.8,Tablet,1
Home,499.2,0.18,5,1,4.5,Desktop,0
Books,189.18,0.23,3,1,3.0,Tablet,0
Electronics,182.22,0.35,2,0,3.1,Desktop,0
Clothing,511.47,0.34,2,1,2.6,Tablet,0
Home,470.55,0.45,3,0,2.7,Mobile,0
Beauty,627.62,0.1,7,2,3.4,Desktop,1
Books,578.54,0.0,3,0,3.5,Desktop,0
Electronics,838.11,0.26,2,1,3.8,Tablet,0
Books,458.42,0.17,4,1,3.4,Desktop,0
Beauty,220.31,0.44,2,1,3.3,Tablet,1
Beauty,915.72,0.05,3,1,4.9,Mobile,0
Electronics,673.14,0.02,1,0,4.6,Tablet,0
Electronics,476.21,0.17,6,2,4.5,Desktop,1
